,goals,elo,elo_vs,location,goals_las5,goals_vs_las5,xG_las5,xG_vs_las5,shots_las5,shots_vs_las5,yellow_card_las5,yellow_card_vs_las5,red_card_las5,red_card_vs_las5,key_passes_las5,key_passes_vs_las5,xA_las5,xA_vs_las5,xGChain_las5,xGChain_vs_las5,xGBuildup_las5,xGBuildup_vs_las5,npxG_vs_las5,ppda_att_vs_las5,ppda_def_vs_las5,deep_vs_las5,xpts_vs_las5,pts_vs_las5,npxG_las5,ppda_att_las5,ppda_def_las5,deep_las5,elo_las5,elo_vs_las5
44,3.0,1649.3257330911965,1477.0368972606873,1,2.2,0.2,1.8255645999999999,0.7904836,15.6,7.4,1.8,3.0,0.2,0.4,11.4,5.6,1.1405952958390118,0.6182229219004511,6.680879910476506,1.730078928358853,4.6308191258460285,1.0506855620071291,0.7904836,384.4,26.2,3.2,0.80076,0.0,1.5210445999999997,194.0,28.6,6.8,1607.1937815365268,1461.5456160694991
45,1.0,1668.2650569932105,1609.0991758114446,0,2.2,0.6,1.8264960000000001,1.1203987999999998,15.4,7.6,2.2,2.8,0.0,0.4,11.4,5.4,1.1503909459337591,0.8513656416907907,7.0174640787765385,1.8323805825784802,4.902348939329386,0.8783582767471672,1.1203987999999998,403.6,26.8,2.6,1.0511199999999998,0.6,1.5219759999999998,193.6,30.6,7.2,1625.5806923104124,1469.7501780597668
46,1.0,1644.8917406541013,1633.7918325230448,1,2.2,1.0,1.9978006000000001,1.0121362,18.0,6.4,1.8,3.0,0.0,0.6,13.6,4.0,1.332888662070036,0.6574427232146263,7.703235742822289,1.3883708974346518,5.2691852075979115,0.5328383192420005,1.0121362,409.6,26.6,2.0,0.81744,1.2,1.6932806,186.4,30.8,7.8,1635.3879512091128,1534.145091669256
47,2.0,1624.2529958826992,1410.6358274762038,0,2.2,1.0,2.0629926000000003,0.9664175799999999,16.2,6.2,2.0,3.6,0.0,0.6,12.8,3.8,1.3740017913281917,0.6117240266874433,7.511364966258407,1.396296758018434,4.8982921039685605,0.524747627414763,0.9664175799999999,408.8,30.0,2.0,0.76508,1.2,1.7584726,195.4,27.8,6.8,1639.7623489549915,1553.0002210529822
48,4.0,1637.8272498484225,1357.8327711039842,1,2.2,1.0,1.9319446,0.80668078,20.0,6.4,1.6,3.0,0.0,0.4,15.8,4.4,1.380475109256804,0.5768614338710905,6.309498551860452,1.532977631315589,3.9428253872320056,0.568164331279695,0.80668078,372.2,30.2,2.4,0.7747,1.2,1.6274245999999999,178.8,26.6,8.8,1644.9125552939263,1497.679300835073
49,2.0,1649.4711855208725,1499.9945192207024,0,2.0,1.0,1.8254465999999998,0.7767809800000001,18.2,6.0,2.2,3.2,0.0,0.2,14.2,4.0,1.2897818198427558,0.4892351216636598,5.5759933028370146,1.3486920304596424,3.35586919169873,0.48626004010438917,0.7767809800000001,369.8,34.4,2.0,0.7772800000000001,1.2,1.5209265999999997,197.2,27.6,7.6,1644.9416457798611,1502.270825227076
50,2.0,1667.305819735033,1452.5706357251988,1,2.2,1.0,2.0130600000000003,0.45239937999999996,19.8,6.4,2.4,3.2,0.0,0.2,15.2,4.6,1.465577862598002,0.2557984254322946,6.572564490512013,1.1729692809283734,4.009651049226522,0.5097757942974568,0.45239937999999996,380.0,34.4,2.4,0.39516,0.8,1.7085399999999997,191.8,28.8,7.8,1644.7497983282258,1470.9651172098268
51,1.0,1656.310337152036,1527.671314959366,0,2.2,0.8,2.0676759999999996,0.43225198000000004,19.0,8.4,2.2,2.8,0.0,0.0,14.0,6.2,1.5048236461356281,0.3167718413285911,6.335253975912929,1.2207980642095209,3.7129848362877964,0.5955249618738889,0.43225198000000004,348.4,36.2,3.4,0.3317,0.4,1.763156,206.6,29.0,7.0,1647.0335176278124,1449.7410136970911
52,3.0,1649.2260796665237,1435.6608118798758,1,2.4,0.8,2.078528,0.6006972,20.0,9.6,2.2,2.8,0.0,0.0,15.0,7.2,1.425948222912848,0.48380785463377834,6.168322159536183,1.8611800570040942,3.827358797751367,1.0146866323426367,0.6006972,330.8,35.2,3.8,0.42455999999999994,0.4,1.6217479999999997,213.0,30.8,7.8,1652.0281343845775,1454.7460105778255
53,1.0,1665.0663705834772,1706.790365434256,0,1.8,1.2,1.7584826,0.886656,15.0,11.6,3.2,3.2,0.0,0.0,11.0,8.2,1.1709897624328733,0.6986433238722384,4.789348321780563,2.4398075450211762,2.8449344562366603,1.1602523762732744,0.886656,344.8,35.4,5.0,0.8123999999999999,1.0,1.3017027999999997,221.0,29.8,5.2,1657.4759585315885,1524.5375294438797
